hotel_name,hotel_address,hotel_distance_center,hotel_room,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Mayana Hotel,"16.0680965340759,108.223531544209",500 m from centre,Classic Double Room,2 out of 5,6.9,Review score,41 reviews,"VND 357,000",
OYO 783 Rose Hotel,"16.073003,108.188339",3.4 km from centre,Standard Double Room,2 out of 5,7.6,Good,23 reviews,"VND 249,421","FREE cancellation,• No prepayment needed"
SH Europa,"16.0552405708144,108.244674392045",3.1 km from centre,Superior Twin Room,3 out of 5,8.1,Very good,45 reviews,"VND 432,000","FREE cancellation,• No prepayment needed"
Lan House,"16.090901,108.237518",3.2 km from centre,Deluxe Room (2 Adults + 1 Child),,,,,"VND 250,000",
Greenery Hotel,"16.06571,108.244416",2.8 km from centre,Superior Twin Room,3 out of 5,8.1,Very good,124 reviews,"VND 1,755,000","Breakfast included,FREE cancellation,• No prepayment needed"
Navy Hotel Danang,"16.1230154184813,108.219769214081",6 km from centre,Twin Room with Mountain View,3 out of 5,8.0,Very good,74 reviews,"VND 400,000","Breakfast included,FREE cancellation,• No prepayment needed"
Pham Gia Hotel Danang - Managed by GHM,"16.014063,108.258345",7 km from centre,Standard Queen Room,3 out of 5,8.9,Fabulous,16 reviews,"VND 824,000",
Charming Beauty Homestay,"16.0482861506809,108.247041932541",3.8 km from centre,One-Bedroom Apartment,,9.2,Superb,7 reviews,"VND 660,000",
Flower Apartment Da Nang,"16.039008,108.249967",4.7 km from centre,Studio Apartment,3 out of 5,8.7,Fabulous,59 reviews,"VND 350,000","FREE cancellation,• No prepayment needed"
Sơn Hoa Motel Đà Nẵng,"16.067221,108.24417",2.7 km from centre,Economy Double Room,,,,,"VND 250,000",
Rose Garden Homestay Đà Nẵng 2,"16.067217,108.24434",2.7 km from centre,Family Studio,3 out of 5,8.6,Fabulous,77 reviews,"VND 855,000","FREE cancellation,• No prepayment needed"
683 Guesthouse,"16.0950587985089,108.143946732124",8 km from centre,Standard Twin Room with Garden View,,7.4,Good,52 reviews,"VND 160,000",
683 Guesthouse,"16.0950587985089,108.143946732124",8 km from centre,Standard Twin Room with Garden View,,7.4,Good,52 reviews,"VND 160,000",
Da Nang Han River Hotel,"16.0769422046402,108.218593362952",1 km from centre,Superior Twin Room with City View,,,,,"VND 1,400,000","Breakfast included,FREE cancellation,• No prepayment needed"
Vien Dong Guesthouse,"16.0712023356964,108.224161850926",650 m from centre,Quadruple Room,3 out of 5,8.2,Very good,24 reviews,"VND 288,000",
Oasis Villa,"15.9762391665688,108.279836475849",12 km from centre,One-Bedroom Apartment,,7.3,Good,6 reviews,"VND 2,400,000",
London Hotel DaNang,"16.079953,108.24577",3.1 km from centre,Deluxe Double Room with Garden View,3 out of 5,8.8,Fabulous,52 reviews,"VND 420,000","FREE cancellation,• No prepayment needed"
KIDDO Homestay,"16.056816,108.21742",1.3 km from centre,Standard King Room,,,,,"VND 420,000",
THT Hotel & Apartment,"16.034421,108.23006",4 km from centre,Standard Studio,,,,,"VND 350,000",
Hà Linh Apartment,"16.068259,108.2442947",2.7 km from centre,Apartment with Balcony,3 out of 5,8.9,Fabulous,41 reviews,"VND 300,000",
Charming Danang Hotel,"16.055284389853,108.243714161217",3 km from centre,Twin Room,1 out of 5,8.1,Very good,47 reviews,"VND 220,000","FREE cancellation,• No prepayment needed"
Meliora Hotel & Apartment,"16.0381873112461,108.246541843903",4.5 km from centre,Deluxe Studio,4 out of 5,9.1,Superb,45 reviews,"VND 440,000","FREE cancellation,• No prepayment needed"
BoBo House Danang,"16.0680922130441,108.242301877316",2.5 km from centre,Deluxe Double Room,,9.3,Superb,17 reviews,"VND 240,000",
TRIPLE Apartment Khue My Dong,"16.0381066,108.2443676",4.3 km from centre,Deluxe Queen Studio,3 out of 5,,,,"VND 445,500",
Golden Sea Hotel,"16.0701352662343,108.237379789352",2 km from centre,Standard Twin Room,3 out of 5,7.6,Good,6 reviews,"VND 507,000",Breakfast included
Thanh Tien Hotel,"16.065538,108.219411",350 m from centre,Standard King Room,1 out of 5,,,,"VND 250,000",
Sincero Hotel & Apartment,"16.049189,108.245761",3.6 km from centre,Standard Studio,2 out of 5,9.3,Superb,81 reviews,"VND 459,000",
OYO 232 Khanh Vinh Hotel Da Nang,"16.062237,108.239673",2.3 km from centre,Superior Double Room,2 out of 5,7.6,Good,176 reviews,"VND 227,470","FREE cancellation,• No prepayment needed"
Candy Hotel Da Nang,"16.0662382024894,108.243208229542",2.6 km from centre,Standard Double Room,2 out of 5,8.4,Very good,52 reviews,"VND 270,000",
RUBY Homestay,"16.080842,108.160319",6 km from centre,One-Bedroom Apartment,,8.8,Fabulous,108 reviews,"VND 200,000","FREE cancellation,• No prepayment needed"
Condotel Carinae Cocobay Da Nang,"16.002966,108.264091",8 km from centre,One-Bedroom Apartment,,,,,"VND 1,200,000",
Song Thu hotel,"16.0741147287216,108.223598599434",800 m from centre,Deluxe Twin Room,2 out of 5,7.5,Good,57 reviews,"VND 359,100","FREE cancellation,• No prepayment needed"
OYO 280 Mimosa Hotel Danang,"16.0747243507265,108.228984475136",1.3 km from centre,Superior Double Room,3 out of 5,7.8,Good,156 reviews,"VND 146,659","FREE cancellation,• No prepayment needed"
DTC Hotel,"16.060763,108.246449",3 km from centre,Standard Double Room,,,,,"VND 300,000",
MANGO MANGO HOTEL & APARTMENT,"16.045165,108.247019",4 km from centre,Studio Apartment,,,,,"VND 741,000",
Namunamu Hotel & Apartments,"16.0524781798208,108.244987623766",3.3 km from centre,Standard King Room,,8.9,Fabulous,206 reviews,"VND 570,492",
Kiên Cường 2 Hotel,"16.0517292450196,108.246837259521",3.5 km from centre,Deluxe Double Room,3 out of 5,7.3,Good,109 reviews,"VND 400,000","FREE cancellation,• No prepayment needed"
Le Vi Hotel & Apartment,"16.0467634,108.2454385",3.7 km from centre,Studio Apartment,,,,,"VND 400,000","FREE cancellation,• No prepayment needed"
Phu Cuong Hotel Da Nang,"16.0720996730174,108.242567644705",2.5 km from centre,Standard Double Room,2 out of 5,8.2,Very good,73 reviews,"VND 279,000",
SPOT ON 899 Bao Ngan,"16.021889,108.250904",6 km from centre,Standard Double Room,2 out of 5,6.3,Review score,10 reviews,"VND 93,135",
Green Garden Residence Hotel,"16.0484948234536,108.243455295423",3.5 km from centre,Deluxe Double Room,2 out of 5,8.2,Very good,76 reviews,"VND 300,000","FREE cancellation,• No prepayment needed"
Nguyen Gia Hotel,"16.0951223446431,108.251961051693",4.6 km from centre,Standard Twin Room,,,,,"VND 426,720",Breakfast included
Ngọc Lan Hotel,"16.0701098812687,108.236091253828",1.9 km from centre,Superior Twin Room,3 out of 5,8.0,Very good,254 reviews,"VND 372,400","Breakfast included,FREE cancellation,• No prepayment needed"
Trường Sơn Tùng 1 - Beautiful Beach Hotel,"16.0685114989524,108.244189918041",2.7 km from centre,Deluxe Double Room,3 out of 5,6.8,Review score,19 reviews,"VND 405,000","FREE cancellation,• No prepayment needed"
Chao Hotel & Apartment Da Nang,"16.049143,108.248316",3.8 km from centre,Deluxe King Room,,,,,"VND 500,000",Breakfast included
9 Bedrooms Beach Pool Villa Da Nang- Boss Villa - Near My Khe Beach,"16.040379,108.246548",4.3 km from centre,King Room with Balcony,4 out of 5,10,Exceptional,4 reviews,"VND 472,571",
Phuoc My An Beach Hotel,"16.065712,108.243104",2.6 km from centre,Superior Twin Room with Sea View,4 out of 5,8.9,Fabulous,38 reviews,"VND 670,800","FREE cancellation,• No prepayment needed"
THT Hotel & Apartment,"16.034421,108.23006",4 km from centre,Standard Studio,,,,,"VND 350,000",
Majestic new,"16.053178,108.244155",3.2 km from centre,Standard Apartment,,8.8,Fabulous,12 reviews,"VND 315,000","FREE cancellation,• No prepayment needed"
Happy Apartment,"16.048643371581,108.246386238623",3.6 km from centre,One-Bedroom Apartment,,,,,"VND 1,000,000",
Phát Tài hostel,"15.994307310642,108.25758954436",9 km from centre,One-Bedroom Apartment,,,,,"VND 200,000",
Essenza Hotel & Spa,"16.050549,108.245904",3.5 km from centre,Standard Double Room,3 out of 5,8.7,Fabulous,403 reviews,"VND 459,000","FREE cancellation,• No prepayment needed"
Park Regis Cocobay,"15.9674961790891,108.28298789296",13 km from centre,Apartment with Balcony,4 out of 5,9.0,Superb,6 reviews,"VND 1,994,444","FREE cancellation,• No prepayment needed"
Ruby Light Hotel Danang,"16.053846,108.245896",3.3 km from centre,Superior King Room,4 out of 5,8.5,Very good,645 reviews,"VND 936,000","Breakfast included,FREE cancellation,• No prepayment needed"
The Fish Village Villa,"16.1024069480963,108.232668595592",4 km from centre,Superior Double Room,3 out of 5,9.5,Exceptional,64 reviews,"VND 480,000",Breakfast included
OYO 236 Hoa Mai Boutique Hotel,"16.0739087835162,108.242912619574",2.6 km from centre,Superior Twin Room,2 out of 5,8.7,Fabulous,109 reviews,"VND 289,328","FREE cancellation,• No prepayment needed"
Cong Thuong Hotel,"16.062725109362,108.233769536019",1.7 km from centre,Superior Double Room,1 out of 5,8.6,Fabulous,37 reviews,"VND 297,000",
Da Nang Apartment,"16.0535329,108.2466347",3.4 km from centre,Two-Bedroom Apartment,,,,,"VND 800,000",
Lan Nhi Hotel,"16.0669239646375,108.24429037791",2.7 km from centre,Standard Double Room,2 out of 5,8.1,Very good,42 reviews,"VND 248,000","FREE cancellation,• No prepayment needed"
7S Hotel Orient Danang,"16.0660990202293,108.220235109329",300 m from centre,Superior Double or Twin Room,3 out of 5,6.9,Review score,20 reviews,"VND 570,000","Breakfast included,FREE cancellation,• No prepayment needed"
Havanadanang,"16.0581928546492,108.244360608521",3 km from centre,Deluxe King Studio,3 out of 5,9.1,Superb,70 reviews,"VND 588,000",
Hanh Phuoc Hotel,"16.062719,108.244135",2.8 km from centre,Superior Double Room,3 out of 5,8.2,Very good,18 reviews,"VND 332,500",
OYO 978 My Linh Motel,"16.065734,108.16955",5 km from centre,Superior Double Room,2 out of 5,4.5,Review score,6 reviews,"VND 153,643","FREE cancellation,• No prepayment needed"
Rosetta Hotel Danang,"16.068749890467,108.242529335968",2.5 km from centre,Superior Double Room,3 out of 5,,,,"VND 366,300","Breakfast included,FREE cancellation,• No prepayment needed"
Carmen Apartment Da Nang,"16.022184,108.245249",5 km from centre,Standard Double Room,,,,,"VND 500,000",
F5 Homestay,"16.046917,108.24592",3.8 km from centre,Studio,,9.1,Superb,62 reviews,"VND 276,774",
Night Sky Hotel,"16.0886775637439,108.219541961308",2.3 km from centre,Superior Double Room,2 out of 5,8.6,Fabulous,118 reviews,"VND 414,000","Breakfast included,FREE cancellation,• No prepayment needed"
A luxury apartment,"16.0304068,108.2224377",4.2 km from centre,One-Bedroom Apartment,,,,,"VND 700,000",
Misa Hotel & Apartment,"16.052498,108.245309",3.4 km from centre,Standard Apartment,,9.7,Exceptional,7 reviews,"VND 1,000,000","FREE cancellation,• No prepayment needed"
Nhà nghỉ ABC,"16.076031,108.206958",1.6 km from centre,Budget Double or Twin Room,,,,,"VND 400,000",
Mayana Hotel,"16.0680965340759,108.223531544209",500 m from centre,Classic Double Room,2 out of 5,6.9,Review score,41 reviews,"VND 357,000",
Tân Phương Nam Hotel & Apartment,"16.035249,108.223764",3.8 km from centre,Superior Queen Room with Two Queen Beds,3 out of 5,,,,"VND 637,555",Breakfast included
Khách sạn Sea Hải Yến,"16.096045,108.245904",4.2 km from centre,Family Room with Mountain View,2 out of 5,7.0,Good,87 reviews,"VND 250,000","FREE cancellation,• No prepayment needed"
Chi ‘s house,"16.058762,108.211772",1.4 km from centre,Double Room,,,,,"VND 310,000",
Motel Thanh Nhan,"16.05579586716,108.243797419643",3 km from centre,Standard Double Room,,6.7,Review score,33 reviews,"VND 220,000",
Hadana Boutique Hotel Danang,"16.0714010867319,108.235327899456",1.8 km from centre,Superior Twin Room,4 out of 5,8.9,Fabulous,196 reviews,"VND 571,597",
Shjmily House,"16.064701,108.222342",550 m from centre,Superior Apartment,,7.4,Good,6 reviews,"VND 800,000","FREE cancellation,• No prepayment needed"
Green Apartment,"16.036852,108.244528",4.5 km from centre,Double Room,,,,,"VND 350,000",
Anh Villa Hotel,"16.09173,108.238462",3.4 km from centre,Superior King Room,1 out of 5,6.9,Review score,28 reviews,"VND 235,000","FREE cancellation,• No prepayment needed"
Kiss 2 apartment&hotel,"16.050633525276,108.23951953415",3 km from centre,One-Bedroom Apartment,,,,,"VND 324,000",
Vien Dong Guesthouse,"16.0712023356964,108.224161850926",650 m from centre,Quadruple Room,3 out of 5,8.2,Very good,24 reviews,"VND 288,000",
Phát Tài Hostel,"16.054407,108.202167",2.4 km from centre,Standard King Room,,,,,"VND 200,000",
Candy Hotel Da Nang,"16.0662382024894,108.243208229542",2.6 km from centre,Standard Double Room,2 out of 5,8.4,Very good,52 reviews,"VND 270,000",
Shangrila My Khe Beach apartment,"16.055172203549,108.24119956749",2.8 km from centre,Deluxe King Studio,3 out of 5,8.8,Fabulous,19 reviews,"VND 400,000",
Moon Villa and Apartment DaNang,"16.048543,108.242663",3.4 km from centre,Queen Suite with Spa Bath,3 out of 5,9.0,Superb,31 reviews,"VND 780,000","FREE cancellation,• No prepayment needed"
Goldwin Hotel,"16.059034,108.235039",2 km from centre,Double Room,1 out of 5,,,,"VND 270,000",
Trúc Vy Hotel And Spa,"16.053611,108.209167",2 km from centre,Deluxe Room (2 Adults + 1 Child),2 out of 5,,,,"VND 300,000",
Cao Nguyen Hotel Da nang,"16.045106,108.209064",2.9 km from centre,King Room with Balcony,1 out of 5,,,,"VND 299,972",
Park View Apartment Da Nang,"16.076105,108.24199",2.6 km from centre,One-Bedroom Apartment,,,,,"VND 250,000",
Bac Nam My Khe Beach Hotel,"16.057727,108.245186",3 km from centre,Deluxe Double Room,3 out of 5,8.5,Very good,39 reviews,"VND 252,000","FREE cancellation,• No prepayment needed"
GIG Living,"16.0178179,108.2526168",6 km from centre,One-Bedroom Apartment,,,,,"VND 585,000",
quyen phuc motel,"16.0492217034926,108.248332851826",3.8 km from centre,Double Room,,7.3,Good,48 reviews,"VND 288,000",
Smeraldo Hotel & Apartment,"16.082766,108.245823",3.3 km from centre,Standard Double Room,,,,,"VND 423,000","FREE cancellation,• No prepayment needed"
Origo Hotel Da Nang,"16.0409006393648,108.248389282427",4.4 km from centre,Superior Double Room,,7.3,Good,55 reviews,"VND 601,179","FREE cancellation,• No prepayment needed"
AVA Hotel & Apartment,"16.0489769435385,108.248027526806",3.8 km from centre,Deluxe Room (2 Adults + 1 Child),,8.1,Very good,12 reviews,"VND 250,200","FREE cancellation,• No prepayment needed"
Win Win apartment,"16.049688,108.244906",3.5 km from centre,Apartment with Balcony,,,,,"VND 500,000",
Dreamy Beach - Boutique Hotel,"16.066304,108.244368",2.7 km from centre,Standard King Room,2 out of 5,8.4,Very good,116 reviews,"VND 262,500","FREE cancellation,• No prepayment needed"
HOA MY HOTEL,"16.065717,108.1889",3.3 km from centre,Standard Twin Room,1 out of 5,,,,"VND 300,000",
Mari Gold Hotel & Apartment,"16.0693517357404,108.242594003677",2.5 km from centre,Deluxe Double Room,3 out of 5,8.8,Fabulous,585 reviews,"VND 367,200","FREE cancellation,• No prepayment needed"
Duy Tung Hotel Da Nang,"16.061874,108.242163",2.6 km from centre,Superior Double Room,3 out of 5,9.1,Superb,18 reviews,"VND 445,500",
RUBBER APARTMENT,"16.045198230417,108.248231738178",4 km from centre,One-Bedroom Apartment,,,,,"VND 394,578",
TRIPLE Apartment Khue My Dong,"16.0381066,108.2443676",4.3 km from centre,Deluxe Queen Studio,3 out of 5,,,,"VND 445,500",
London Hotel DaNang,"16.079953,108.24577",3.1 km from centre,Deluxe Double Room with Garden View,3 out of 5,8.8,Fabulous,52 reviews,"VND 420,000","FREE cancellation,• No prepayment needed"
Mydungmotel,"16.072344,108.16541",5 km from centre,Double Room with Private Bathroom,,,,,"VND 220,000","FREE cancellation,• No prepayment needed"
Five Homestay Da Nang,"16.07119489239,108.208977698698",1.1 km from centre,Deluxe Double Room,,8.9,Fabulous,12 reviews,"VND 700,000",
La Maison Des Délices,"16.054786,108.205687",2.1 km from centre,Standard Studio,3 out of 5,,,,"VND 450,000",
DaNa Sailing Hotel,"16.0659930628359,108.244372978806",2.8 km from centre,Twin Room with Private Bathroom,2 out of 5,8.3,Very good,85 reviews,"VND 315,000","FREE cancellation,• No prepayment needed"
Omega Da Nang Beach Hotel,"16.0684779925037,108.24130654335",2.4 km from centre,Superior Double Room,2 out of 5,8.0,Very good,172 reviews,"VND 320,000","FREE cancellation,• No prepayment needed"
Clam Hostel,"16.059588,108.238892",2.4 km from centre,Standard Double Room,,8.6,Fabulous,131 reviews,"VND 300,000",
Thanh Tien Hotel,"16.065538,108.219411",350 m from centre,Standard King Room,1 out of 5,,,,"VND 250,000",
Nhà nghỉ hiền quý 3,"16.058844,108.162624",6 km from centre,Standard King Room,,,,,"VND 150,000",
Tasmania Hotel Da Nang,"16.065289,108.243807",2.7 km from centre,Deluxe Double Room with Balcony,2 out of 5,,,,"VND 400,000",
Soha's Homestay,"16.0742311457575,108.231315571119",1.4 km from centre,Double Room,,8.6,Fabulous,8 reviews,"VND 380,000",
Tuyên Sơn Hotel,"16.0324527203744,108.225647807121",4.1 km from centre,Twin Room,1 out of 5,7.4,Good,3 reviews,"VND 450,000",
Khách sạn AKI2,"16.089519,108.147319",8 km from centre,Economy Twin Room,,,,,"VND 250,000","FREE cancellation,• No prepayment needed"
Bao Chau Hotel,"16.054705682966,108.244599431633",3.1 km from centre,Budget Double Room,2 out of 5,,,,"VND 250,000",FREE cancellation
Azure Hotel Da Nang - Beach,"16.0684794423021,108.244087491184",2.7 km from centre,Double Room,2 out of 5,8.1,Very good,124 reviews,"VND 418,500",
Rainbow apartment,"16.035585724786,108.245577589731",4.7 km from centre,One-Bedroom Apartment,,,,,"VND 280,000",
Trúc Vy Hotel & Spa,"16.0680146929075,108.240110339963",2.2 km from centre,Deluxe Room (2 Adults + 1 Child),,,,,"VND 300,000",
683 Guesthouse,"16.0950587985089,108.143946732124",8 km from centre,Standard Twin Room with Garden View,,7.4,Good,52 reviews,"VND 160,000",
Cool HomeStay Da Nang,"16.0609747191707,108.245388440475",3 km from centre,Double Room,,,,,"VND 230,000",
My An Dong Hotel,"16.0467466,108.2453835",3.7 km from centre,Double Room,2 out of 5,7.6,Good,84 reviews,"VND 250,000",
OYO 1068 Fussa Hostel And Apartment,"16.0587714258074,108.239144738762",2.4 km from centre,Standard Twin Room,2 out of 5,6.7,Review score,12 reviews,"VND 199,536","FREE cancellation,• No prepayment needed"
Nguyen Hotel & Homestay,"16.052893,108.245185",3.3 km from centre,Standard Double Room,2 out of 5,,,,"VND 190,406",
OYO 119 Sunshine Beach Hotel,"16.0735133472211,108.240347206538",2.4 km from centre,Standard Double Room,2 out of 5,9.1,Superb,175 reviews,"VND 269,374","FREE cancellation,• No prepayment needed"
SPOT ON 972 Anh Thy 2 Motel,"16.073423,108.178827",4.3 km from centre,Standard Double Room,2 out of 5,7.2,Good,6 reviews,"VND 156,635",
Phát Tài hostel,"15.994454,108.257729",9 km from centre,Standard King Room,,,,,"VND 200,000",
OYO 552 Phuong Hong Motel,"16.0202512145136,108.25522184372",6 km from centre,Standard Double Room,2 out of 5,8.4,Very good,23 reviews,"VND 179,582",
Misa Hotel Da Nang,"16.0687640858445,108.244050443172",2.7 km from centre,Superior Double Room,2 out of 5,7.3,Good,106 reviews,"VND 325,000","FREE cancellation,• No prepayment needed"
Anna Hotel,"16.0489703213915,108.248344659805",3.8 km from centre,Standard Double Room,2 out of 5,8.3,Very good,13 reviews,"VND 270,000","FREE cancellation,• No prepayment needed"
Grand Sunrise 2 Hotel & Spa,"16.0547024207831,108.24470122209",3.1 km from centre,Superior Double Room,3 out of 5,8.5,Very good,199 reviews,"VND 495,000","FREE cancellation,• No prepayment needed"
House Land Hotel 2 Da Nang,"16.0661144849297,108.243312835693",2.6 km from centre,Standard Double Room,2 out of 5,6.4,Review score,10 reviews,"VND 274,500","FREE cancellation,• No prepayment needed"
Dear Hostel,"16.095728,108.247324",4.3 km from centre,Deluxe Double Room with Balcony,3 out of 5,,,,"VND 375,000",
Tuan Sea View Apartment 4,"16.053799,108.247637",3.5 km from centre,Apartment with Sea View,3 out of 5,,,,"VND 1,000,000",
Mường Thanh Apartmemt 2,"16.053324,108.246772",3.4 km from centre,Two-Bedroom Apartment,4 out of 5,,,,"VND 1,000,000",
Mường thanh Apartment 3,"16.053324,108.246772",3.4 km from centre,Two-Bedroom Apartment,3 out of 5,,,,"VND 1,000,000",
Luxury Apartment,"15.9747899818483,108.28145027248",12 km from centre,Apartment with Balcony,4 out of 5,8.0,Very good,3 reviews,"VND 1,600,226","FREE cancellation,• No prepayment needed"
Nhà nghỉ hiền quý 3,"16.058844,108.162624",6 km from centre,Standard King Room,,,,,"VND 150,000",
Sunna Hotel,"16.0688234095406,108.243811737326",2.6 km from centre,Double Room,,6.8,Review score,38 reviews,"VND 270,000","FREE cancellation,• No prepayment needed"
MY VY KHÁNH HOTEL,"16.047213,108.23491",2.9 km from centre,Double Room,1 out of 5,5.8,Review score,4 reviews,"VND 300,000",
Star Hotel,"16.073581217324,108.242639601231",2.6 km from centre,Superior Double or Twin Room,3 out of 5,7.3,Good,83 reviews,"VND 449,550","FREE cancellation,• No prepayment needed"
Lenid DaNang,"16.074396,108.238823",2.2 km from centre,Deluxe Double Room,,,,,"VND 300,000",
Arora Hotel,"16.085754,108.219217",1.9 km from centre,Triple Room with City View,,8.1,Very good,3 reviews,"VND 377,745",
LYN'S Hotel & Apartment,"16.0547936708423,108.239724164696",2.7 km from centre,Superior King or Twin Room,3 out of 5,8.9,Fabulous,23 reviews,"VND 330,000",
Temo House,"16.065841,108.238886",2.1 km from centre,Two-Bedroom Apartment,,,,,"VND 900,000",
Kathy House & Apartment,"16.054328,108.23926",2.7 km from centre,Apartment with Balcony,,,,,"VND 401,000",
Huong Binh Hotel Da Nang,"16.0593047363169,108.211051228172",1.4 km from centre,Superior Double Room,2 out of 5,8.3,Very good,5 reviews,"VND 995,079",
THI Boutique Villa,"16.069428,108.242123",2.5 km from centre,Deluxe Double Room,3 out of 5,9.4,Superb,166 reviews,"VND 562,500","FREE cancellation,• No prepayment needed"
Homestay Sea Kite,"16.050286594276,108.246410787106",3.5 km from centre,Standard Double Room,,9.1,Superb,77 reviews,"VND 299,666","FREE cancellation,• No prepayment needed"
Grand Sunrise Boutique Hotel,"16.0545641690477,108.24469592625",3.1 km from centre,Superior Double Room with Window,4 out of 5,9.1,Superb,677 reviews,"VND 546,000","Breakfast included,FREE cancellation,• No prepayment needed"
Green Apartment,"16.036852,108.244528",4.5 km from centre,Double Room,,,,,"VND 350,000",
SWEDEN HOTEL and APARTMENT,"16.0552273,108.2450714",3.1 km from centre,Standard Double Room,,,,,"VND 850,000",Breakfast included
Salamander Hotel and Apartment,"16.0770415200793,108.243650891679",2.8 km from centre,Superior Studio,,8.5,Very good,121 reviews,"VND 853,600","FREE cancellation,• No prepayment needed"
Phu Cuong Hotel Da Nang,"16.0720996730174,108.242567644705",2.5 km from centre,Standard Double Room,2 out of 5,8.2,Very good,73 reviews,"VND 279,000",
OYO 1067 Phuc Long Hotel,"16.066474,108.244274",2.7 km from centre,Superior Double Room,2 out of 5,8.4,Very good,19 reviews,"VND 239,444","FREE cancellation,• No prepayment needed"
OYO 1126 Duc Thang Hotel,"16.020915,108.22697",5 km from centre,Deluxe Double Room,2 out of 5,,,,"VND 164,617","FREE cancellation,• No prepayment needed"
Mộc House 2,"16.062975518946,108.243802302787",2.7 km from centre,Standard Queen Room,,9.3,Superb,7 reviews,"VND 259,000","FREE cancellation,• No prepayment needed"
OYO 236 Hoa Mai Boutique Hotel,"16.0739087835162,108.242912619574",2.6 km from centre,Superior Twin Room,2 out of 5,8.7,Fabulous,109 reviews,"VND 289,328","FREE cancellation,• No prepayment needed"
Oc Tien Sa Hotel,"16.0608306423519,108.213677108288",1.1 km from centre,Standard Family Room,1 out of 5,6.5,Review score,11 reviews,"VND 500,000","FREE cancellation,• No prepayment needed"
bungalow homestay danang,"16.04439,108.246431",4 km from centre,Queen Room with Garden View,3 out of 5,9.0,Superb,31 reviews,"VND 540,000","FREE cancellation,• No prepayment needed"
Nhà nghỉ ABC,"16.076031,108.206958",1.6 km from centre,Budget Double or Twin Room,,,,,"VND 400,000",
Anh Villa Hotel,"16.09173,108.238462",3.4 km from centre,Superior King Room,1 out of 5,6.9,Review score,28 reviews,"VND 235,000","FREE cancellation,• No prepayment needed"
SPOT ON 1123 Van Ty Motel,"16.106977,108.126362",10 km from centre,Standard Double Room,2 out of 5,,,,"VND 153,643","FREE cancellation,• No prepayment needed"
Le Vi Hotel & Apartment,"16.0467634,108.2454385",3.7 km from centre,Studio Apartment,,,,,"VND 400,000","FREE cancellation,• No prepayment needed"
La Maison De Ruby Apartment,"16.05326649492,108.240943075138",2.9 km from centre,Queen Studio,,9.6,Exceptional,14 reviews,"VND 636,500",
An House,"16.077684,108.222301",1.1 km from centre,Triple Room,,,,,"VND 370,000",
Misa Hotel Da Nang,"16.0687640858445,108.244050443172",2.7 km from centre,Superior Double Room,2 out of 5,7.3,Good,106 reviews,"VND 325,000","FREE cancellation,• No prepayment needed"
Prague Hotel,"16.068676,108.241779",2.5 km from centre,Family Suite,3 out of 5,8.9,Fabulous,36 reviews,"VND 1,694,000",
Danang Moment - Boutique Serviced Apartment,"16.0493655103313,108.244034349918",3.4 km from centre,Deluxe Studio Apartment,3 out of 5,9.2,Superb,40 reviews,"VND 391,200",
Dai Nam Hotel,"15.9847116217644,108.269801467537",10 km from centre,Deluxe Family Room,1 out of 5,7.0,Good,9 reviews,"VND 315,000","FREE cancellation,• No prepayment needed"
Goldwin Hotel,"16.059034,108.235039",2 km from centre,Double Room,1 out of 5,,,,"VND 270,000",
The Dawn Hotel,"16.073106,108.241862",2.5 km from centre,Twin Room,3 out of 5,,,,"VND 500,000",
Rainbow apartment,"16.035585724786,108.245577589731",4.7 km from centre,One-Bedroom Apartment,,,,,"VND 280,000",
Eco House,"16.082604,108.221272",1.6 km from centre,Twin Room with Shared Toilet,,,,,"VND 200,000",Breakfast included
ViViAnHotel,"16.07744,108.242858",2.8 km from centre,Deluxe Room,,8.2,Very good,8 reviews,"VND 599,000",
Huynh Gia,"16.0669405559271,108.244396448136",2.7 km from centre,Double Room with Two Double Beds,,10,Exceptional,5 reviews,"VND 215,000","FREE cancellation,• No prepayment needed"
VYVAN Homestay,"16.059653,108.177031",4.7 km from centre,Large Double Room,,,,,"VND 280,000",
Davue Hotel,"16.053311,108.246059",3.4 km from centre,Superior Double Room,3 out of 5,8.5,Very good,73 reviews,"VND 570,000","Breakfast included,FREE cancellation,• No prepayment needed"
Hong Chau Hotel,"16.073561,108.242777",2.6 km from centre,Deluxe Double or Twin Room with Mountain View,2 out of 5,7.0,Good,3 reviews,"VND 288,750","FREE cancellation,• No prepayment needed"
Motel Ngoc Nhung,"16.070292,108.246649",3 km from centre,Quadruple Room,,,,,"VND 300,000",
Duy Tung Hotel Da Nang,"16.061874,108.242163",2.6 km from centre,Superior Double Room,3 out of 5,9.1,Superb,18 reviews,"VND 445,500",
Sea Swan Apartment and Hotel,"16.0522770883798,108.246391772175",3.5 km from centre,King Apartment with Sofa Bed,3 out of 5,9.0,Superb,80 reviews,"VND 291,200","FREE cancellation,• No prepayment needed"
OYO 988 Quynh Anh Motel,"16.103977,108.137549",9 km from centre,Superior Double Room,2 out of 5,3.0,Review score,3 reviews,"VND 129,698","FREE cancellation,• No prepayment needed"
Khách sạn AKI2,"16.089519,108.147319",8 km from centre,Economy Twin Room,,,,,"VND 250,000","FREE cancellation,• No prepayment needed"
