,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
371,France,"From one of several estates owned by the Lurton family in Pessac-Léognan, this wine is floral, ripe and packed with tangy, citrus acidity. Wood aging has smoothed the tight, mineral texture and brought up the fruitiness. Drink the wine from 2022.",,93,52,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château la Louvière 2018  Pessac-Léognan,Sauvignon Blanc,Château la Louvière
372,France,"One of two second white wines from this top estate, this has a ripe pineapple and apple character that is enhanced by wood aging. Rich and full in the mouth, it is spicy and likely to be ready from 2022.",Le Petit Haut Lafitte,93,39,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Smith Haut Lafitte 2018 Le Petit Haut Lafitte  (Pessac-Léognan),Bordeaux-style White Blend,Château Smith Haut Lafitte
373,South Africa,"A lovely nose of concentrated melon, toasted apple and yellow flowers leads the experience, with a soft oaky overlay of sweet spice for added decadence. The palate is medium in body but bright and pure, with focused acidity that drives through to the lingering finish with precision. It's beautifully balanced and harmonious; it'll be hard to resist now, but should mature well through 2026.",The Art of,93,65,Walker Bay,,,Lauren Buzzeo,@laurbuzz,Creation 2018 The Art of Chardonnay (Walker Bay),Chardonnay,Creation
374,US,"Delicate and rose petaled, this soft, supple red wine is light in strawberry and cherry flavor. It takes on a more robust weight and mouthfeel on the midpalate, building to a spicy, acid-driven finish marked by lovely, lingering notes of chocolate.",,93,45,California,Napa-Sonoma,Carneros,Virginie Boone,@vboone,Davies 2018 Pinot Noir (Carneros),Pinot Noir,Davies
375,US,"Quite light in the glass, this bottling bursts forth on the nose with aromas of pomegranate, cherry, bay leaf and pine. The palate is also brisk and loaded with red fruits such as cherry, raspberry and pomegranate, yet it's the light smoke and forest herbs that set it apart.",Domingo,93,55,California,Central Coast,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Lester 2017 Domingo Pinot Noir (Santa Cruz Mountains),Pinot Noir,Lester
376,Portugal,"There is the merest hint of brown in the color of this mature wine. The fruit may have gone, but the wine's richness and the density from the blend of Syrah and Viognier is palpable. This wine, a late release, is just right, ready to drink now.",Reserva Late Release,93,70,Lisboa,,,Roger Voss,@vossroger,Quinta do Monte d'Oiro 2011 Reserva Late Release Red (Lisboa),Rhône-style Red Blend,Quinta do Monte d'Oiro
377,US,"Crumpled red flowers, tart cherry, raspberry, bay leaf and mint converge in a mellow, delicate manner on the nose of this bottling. Crisp cranberry and pomegranate make for a brisk fruit experience on the palate, yet there are savory mushroom elements as well, all wrapped in a firm texture. Drink 2022–2037.",La Vida Bella Vineyard,93,62,California,Central Coast,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Thomas Fogarty 2017 La Vida Bella Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Thomas Fogarty
378,US,"Aromas of butter-braised lemon and grapefruit, light spearmint and a hint of butterscotch candy show on the nose of this bottling. The palate is lively with textural activity, as a lime-pith tension and chalky, ashy tannins lead through grapefruit-flesh flavors into an intense finish.",Langley Hill Vineyard,93,62,California,Central Coast,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Thomas Fogarty 2017 Langley Hill Vineyard Chardonnay (Santa Cruz Mountains),Chardonnay,Thomas Fogarty
379,US,"Though light in the glass, this bottling is aggressively aromatic, booming with joyous tones of cherry compote and candied rose. The palate zings with acidic energy, popping with fresh and fun flavors of hibiscus, cranberry and red currant, all dusted in white-pepper spice.",Bentrock,93,68,California,Central Coast,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Alma Rosa 2018 Bentrock Pinot Noir (Sta. Rita Hills),Pinot Noir,Alma Rosa
380,Portugal,"There is the merest hint of brown in the color of this mature wine. The fruit may have gone, but the wine's richness and the density from the blend of Syrah and Viognier is palpable. This wine, a late release, is just right, ready to drink now.",Reserva Late Release,93,70,Lisboa,,,Roger Voss,@vossroger,Quinta do Monte d'Oiro 2011 Reserva Late Release Red (Lisboa),Rhône-style Red Blend,Quinta do Monte d'Oiro
381,US,"Crumpled red flowers, tart cherry, raspberry, bay leaf and mint converge in a mellow, delicate manner on the nose of this bottling. Crisp cranberry and pomegranate make for a brisk fruit experience on the palate, yet there are savory mushroom elements as well, all wrapped in a firm texture. Drink 2022–2037.",La Vida Bella Vineyard,93,62,California,Central Coast,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Thomas Fogarty 2017 La Vida Bella Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Thomas Fogarty
382,US,"Aromas of butter-braised lemon and grapefruit, light spearmint and a hint of butterscotch candy show on the nose of this bottling. The palate is lively with textural activity, as a lime-pith tension and chalky, ashy tannins lead through grapefruit-flesh flavors into an intense finish.",Langley Hill Vineyard,93,62,California,Central Coast,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Thomas Fogarty 2017 Langley Hill Vineyard Chardonnay (Santa Cruz Mountains),Chardonnay,Thomas Fogarty
383,France,"This estate bordering Margaux has produced a rich, well-balanced wine. Classic black-currant flavors shine, with tannins playing a major supporting part. With its succulent texture and ripe fruits, the wine should age well over the medium term. Drink from 2025.",,93,38,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Belgrave 2018  Haut-Médoc,Bordeaux-style Red Blend,Château Belgrave
384,US,"Sourced from vines planted in 1972, this striking dry Riesling delves into perfumed tones of peach, apple, jasmine and slate. There's richness to the palate yet immense lift and drive, with lasting acidity and crushed-stone verve pushing it along. It lingers long on a resounding citrus finish.",Timeline Dry,93,25,New York,Finger Lakes,Seneca Lake,Alexander Peartree,@apatrone23,Standing Stone 2019 Timeline Dry Riesling (Seneca Lake),Riesling,Standing Stone
385,US,"From a vineyard planted nearly 40 years ago, this block-designated bottling begins with crisp black-raspberry, rose-petal, hibiscus and tea-leaf aromas on the nose. There's a fresh raspberry and cranberry kick to the palate, where a firm structure also carries richer hints of rooibos tea and muddled mulberry.",James Thomas's Block Rapley Trail Vineyard,93,100,California,Central Coast,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Thomas Fogarty 2017 James Thomas's Block Rapley Trail Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Thomas Fogarty
386,US,"This white is crisp and complex in equal measure. Lively acidity boosts layers of Meyer lemon, grapefruit and tangerine, with ample weight and mouthfeel impression to keep it engaging and lengthy on the finish.",,93,40,California,Napa,Napa Valley,Virginie Boone,@vboone,Trois Noix 2019 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Trois Noix
387,US,"Though light in the glass, this bottling is aggressively aromatic, booming with joyous tones of cherry compote and candied rose. The palate zings with acidic energy, popping with fresh and fun flavors of hibiscus, cranberry and red currant, all dusted in white-pepper spice.",Bentrock,93,68,California,Central Coast,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Alma Rosa 2018 Bentrock Pinot Noir (Sta. Rita Hills),Pinot Noir,Alma Rosa
388,France,"This is a fruity and structured wine. With its dusty tannins and promising firm core, it has the texture for aging. Fruitiness gives it the potential to mature into a poised and sophisticated wine. Drink from 2026.",,93,62,Bordeaux,Margaux,,Roger Voss,@vossroger,Château Malescot Saint-Exupery 2018  Margaux,Bordeaux-style Red Blend,Château Malescot Saint-Exupery
389,US,"Tempting, spicy aromas and deep flavors make this full-bodied wine especially appealing as scents of cinnamon, nutmeg and cedar lead to nicely tangy but indulgent black-cherry, black-tea and raspberry flavors. Moderate tannins and snappy acidity counter the ripeness to great effect. Best from 2024.",Gowan Creek Vineyard,93,86,California,Mendocino County,Anderson Valley,Jim Gordon,@gordone_cellars,Goldeneye 2017 Gowan Creek Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Goldeneye
390,Italy,"Fragrant purple-flower, pipe-tobacco, camphor and new leather aromas take shape on this full-bodied red. Firmly structured, the youthfully austere palate offers dried cherry, licorice and roasted coffee bean alongside assertive, close-grained tannins. You'll also notice warmth of alcohol on the close.",Vigna Loreto,93,125,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Mastrojanni 2016 Vigna Loreto  (Brunello di Montalcino),Sangiovese,Mastrojanni
391,France,"Centenarian vine Cabernet Franc aged for a year in an amphora has yielded a well-structured wine. Dense tannins are no impediment to the wine's black fruits and spicy, open character. Rich and concentrated, the wine will age and be best from 2024.",Luccianus Amphore,93,40,Bordeaux,Lussac Saint-Émilion,,Roger Voss,@vossroger,Château des Landes 2018 Luccianus Amphore  (Lussac Saint-Émilion),Cabernet Franc,Château des Landes
392,France,"Made from young vines, this second wine of Mouton Rothschild was, unusually, aged in 100% new wood. While that does show as a vanilla edge to the wine, the ripe black fruits are moving forward to give richness and density. Drink the wine from 2025.",Le Petit Mouton de Mouton Rothschild,93,260,Bordeaux,Pauillac,,Roger Voss,@vossroger,Château Mouton Rothschild 2018 Le Petit Mouton de Mouton Rothschild  (Pauillac),Bordeaux-style Red Blend,Château Mouton Rothschild
393,Australia,"This is a nuanced bubbly that would make a versatile food wine, yet also goes down the hatch quite easily on its own. It smells like a raspberry-and-red currant tart, or crème brûlée with berry sorbet. In the mouth it's dry, fresh and delicate with vibrant spritz, silky fruit and a slight cocktail bitters bite to the finish.",Cuvée Exceptionelle Rosé,93,65,Tasmania,Tasmania,,Christina Pickard,@ckpickard,Clover Hill 2015 Cuvée Exceptionelle Rosé Sparkling (Tasmania),Sparkling Blend,Clover Hill
394,US,"Thick in concentrated red-fruit ripeness and a taste of caramel, this coastal wine retains plenty of powerful tannin and oak. Made in an abundant style, it lingers in forest, baking spice and a taste of black tea, finishing with a waxy, velvety texture.",Proprietary,93,100,California,Sonoma,Sonoma Coast,Virginie Boone,@vboone,Crescere 2017 Proprietary Pinot Noir (Sonoma Coast),Pinot Noir,Crescere
395,Australia,"Where the cool 2017 brought increased elegance to Hickinbotham's muscular reds, this vintage returns to the powerful expression of warmer years. A big wine it may be, with a nose of strawberry and cherry preserves, mint, medicinal herbs and a toasty, vanillin underbelly, but it's also precise and site expressive. Tannins are fine yet powerful, and the oak is present, but this is a baby, worthy of many years in the cellar. Drink 2023–2035.",Brooks Road,93,75,South Australia,McLaren Vale,,Christina Pickard,@ckpickard,Hickinbotham 2018 Brooks Road Shiraz (McLaren Vale),Shiraz,Hickinbotham
396,Australia,"This is an affordable, energetic modern Aussie Chardy from the cool climes of the Orange region of New South Wales. There's lovely tension on the nose. It's high toned but with subtle fruit, a copper penny tang and an underbelly of ground ginger, freshly squeezed lemon and peach juice, vanilla bean and a dried herbal note. The tension carries through to the palate. It's lean but not mean, focused less on oak or lees character and more on tingly acidity and juicy fruit. One to please both the Chard and the Pinot Grigio lovers in your life.",,93,20,New South Wales,Orange,,Christina Pickard,@ckpickard,See Saw 2019 Chardonnay (Orange),Chardonnay,See Saw
397,France,"Black-plum and cherry flavors are rimmed by pleasantly bitter notes of granite and crushed earth in this full-bodied yet fresh-fruited blend of Grenache, Syrah and Mourvèdre. Made from organic grapes and with little oak influence, it's a radiant wine highlighting pristine fruit and an invigorating mineral spine. Delicious young, the wine should stay at peak through 2030.",Les Dessous des Dentelles,93,30,Rhône Valley,Gigondas,,Anna Lee C. Iijima,@annaleeiijima,Château la Croix des Pins 2016 Les Dessous des Dentelles  (Gigondas),Rhône-style Red Blend,Château la Croix des Pins
398,France,"This wine is sourced from vines averaging 40 years old and matured two years in oak (50% new). Gravitas and structure set apart Guigal's 2016 Gigondas from its more zaftig peers. A delicately smoky, peppery blend of 70% Grenache, 20% Syrah and 10% Mourvèdre, it offers blackberry and plum flavors that are ripe yet piercing. It's muscular and sharply edged, marked by brisk acidity and lingering hints of tobacco leaf, earth and clove. Approachable now, the wine should improve through 2030.",,93,38,Rhône Valley,Gigondas,,Anna Lee C. Iijima,@annaleeiijima,E. Guigal 2016  Gigondas,Rhône-style Red Blend,E. Guigal
399,US,"Perfumed in rose and sage, this mountain-grown wine is oak-driven and intensely built, with crushed rock minerality and textured tannins. Structured and generously ripe, it offers dense, brooding layers of leather, tobacco and black cherry.",,93,120,California,Napa,Howell Mountain,Virginie Boone,@vboone,Yao Family Wines 2017 Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,Yao Family Wines
400,France,"Jurassique refers to the Jurassic-era limestone and marl soils from which this fragrant 70/30 blend of Grenache and Syrah originates. Unoaked and luminous in fruit quality, it's a full-bodied, supple wine packed with black-currant and cherry flavors etched by cooling minerality. Delightful young, the wine should gain more earthen, herbal complexities as it improves through 2030.",Jurassique,93,,Rhône Valley,Gigondas,,Anna Lee C. Iijima,@annaleeiijima,Yves Cheron 2019 Jurassique  (Gigondas),Rhône-style Red Blend,Yves Cheron
401,France,"Charred black pepper and violets perfume this floral, deeply concentrated blend of Grenache (80%) and Syrah (20%). Sourced from clay-limestone soils and vinified with no oak influence, it's ripe but bristles with minerality and vitality. Especially delicious young, it should drink at peak through 2028. The finish lingers on a delicate anise kiss.",,93,22,Rhône Valley,Vacqueyras,,Anna Lee C. Iijima,@annaleeiijima,Domaine du Terme 2018 Red (Vacqueyras),Rhône-style Red Blend,Domaine du Terme
402,France,"Hints of sun-scorched garrigue and smoke lend nuance to red-cherry and boysenberry flavors in this piquant varietal Grenache. It's full bodied but fresh on its feet, balancing luscious fruit against a lift of acidity and bristling minerality. The finish is long, gripped by fine, persistent tannins and touches of tea leaf and leather. This complex yet fruity wine is ready now but should improve through 2020.",,93,26,Rhône Valley,Vacqueyras,,Anna Lee C. Iijima,@annaleeiijima,Halos de Jupiter 2018 Grenache (Vacqueyras),Grenache,Halos de Jupiter
403,US,"Earthy and leathery in concentrated layers of dark cherry and currant, this robust, generous wine is soft and well integrated in terms of both oak and tannin. The fruit is seasoned in tobacco, nutmeg and a touch of vanilla, adding to its overall richness and refined exuberance.",,93,120,California,Napa,Oakville,Virginie Boone,@vboone,Yao Family Wines 2017 Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Yao Family Wines
404,France,"With green-fruit and lemon flavors, this wine is initially all about freshness. The structure slowly reveals itself, with attractive minerality and saline tanginess. Drink the wine from 2022.",Clémentin de Pape Clément,92,50,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Pape Clément 2018 Clémentin de Pape Clément  (Pessac-Léognan),Bordeaux-style White Blend,Château Pape Clément
405,US,"Light meringue and sweet cream aromas meet with floral tones of lily, plumeria and a bit of vanilla on the nose of this appellation blend. The wine grabs hold of the palate with a steely grip, offering tense while fresh flavors of lime blossom and citrus peel.",,92,38,California,Central Coast,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Thomas Fogarty 2017 Chardonnay (Santa Cruz Mountains),Chardonnay,Thomas Fogarty
406,US,"This wine benefits from the addition of 9% Oakville Cabernet Franc and tiny smidgens of Merlot and Petit Verdot. Together, they boost a thicket of rich red fruit, earthy dried herb and concentrated intensity—the tannins fine-grained and well integrated.",,92,85,California,Napa,Calistoga,Virginie Boone,@vboone,Cornerstone 2017 Cabernet Sauvignon (Calistoga),Cabernet Sauvignon,Cornerstone
407,US,"Very aromatic and bright, this charming wine overflows with aromas of lemon blossoms and crisp apples, offers fresh citrus flavors and great balance. It's refreshing and vibrant.",,92,22,California,Mendocino County,Anderson Valley,Jim Gordon,@gordone_cellars,Navarro 2019 Pinot Gris (Anderson Valley),Pinot Gris,Navarro
408,Australia,"This golden-hued blanc de blancs offers a classic Champagne-like nose of apple muffin and toffee with a fine mousse and a touch of bitterness at the finish. A little lacking in depth and texture, it nevertheless offers fleshy fruit and plenty of class.",Cuvée Exceptionelle Blanc de Blancs,92,65,Tasmania,Tasmania,,Christina Pickard,@ckpickard,Clover Hill 2013 Cuvée Exceptionelle Blanc de Blancs Sparkling (Tasmania),Sparkling Blend,Clover Hill
409,US,"Fresh violet, blackberry and blueberry aromas are lifted by fennel, sage and roasted meats on the nose of this single-vineyard expression. The tannins hit hard on the tip of the sip and then slowly release their grip, offering blueberry sorbet and violet flavors to sail across a fresh acidity.",Gemeny Vineyards,92,52,California,Central Coast,Paso Robles,Matt Kettmann,@mattkettmann,MCV 2018 Gemeny Vineyards Petite Sirah (Paso Robles),Petite Sirah,MCV
410,US,"Ripe red-currant and cranberry aromas become more complex when roasted cherry tomato and dried herb elements converge on the nose of this bottling. Snappy raspberry flavors zip on the sip, backed by orange peel, making for an altogether mellow expression.",Razorback Vineyard,92,78,California,Central Coast,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Thomas Fogarty 2017 Razorback Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Thomas Fogarty
411,US,"Cedar, spice, chocolate and cherry cordial aromas lead to a layered, plush palate with plentiful plum and cedar flavors. There's detail to it all and also superb balance and structure.",,92,60,Washington,Columbia Valley,Red Mountain,Sean P. Sullivan,@wawinereport,Barons 2017 Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Barons
412,US,"The aromas offer notes of toast, struck flint, yellow apple and peach. The stone fruit flavors are full, layered and rich but with plenty of acidity to support them. Whereas many full-bodied Chardonnays win on texture, this one does so on its extravagant flavor.",Olsen Vineyard,92,29,Washington,Columbia Valley,Yakima Valley,Sean P. Sullivan,@wawinereport,Dusted Valley 2018 Olsen Vineyard Chardonnay (Yakima Valley),Chardonnay,Dusted Valley
413,US,"Chocolate and cherry flavors rise up from the glass, with plenty of coffee, spice and dried herb accents along with them. The palate brings bountiful tannin along with a zing of acidity. There's a whole lot of structure here. It will have an extremely long life ahead of it. Best after 2028.",,92,40,Washington,Columbia Valley,Walla Walla Valley (WA),Sean P. Sullivan,@wawinereport,L'Ecole No. 41 2018 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,L'Ecole No. 41
414,US,"Crisp aromas of Pink Lady apple slices and Mandarin peel show a touch of green herbs while remaining clean on the nose. The palate is zesty and fresh, showing firm kiwi and crisp lime flavors.",Fifth Moon,92,25,California,Central Coast,Edna Valley,Matt Kettmann,@mattkettmann,RD 2019 Fifth Moon Grüner Veltliner (Edna Valley),Grüner Veltliner,RD
415,US,"Reductive at first, this wine opens to reveal floral aromas of apple blossom and earth. Crunchy and austere in style, it shows a steely structure and bright acidity throughout, cradled in a well-integrated nuance of French oak.",,92,50,California,Napa-Sonoma,Los Carneros,Virginie Boone,@vboone,Vine Cliff 2018 Chardonnay (Los Carneros),Chardonnay,Vine Cliff
416,Italy,"Aromas of dark-skinned berry, Mediterranean herb and leather emerge from the glass. The juicy, linear palate offers crushed raspberry, Marasca cherry and white pepper alongside polished tannins while fresh acidity keeps it balanced. Drink 2024–2033.",,92,75,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Paradiso di Cacuci 2016  Brunello di Montalcino,Sangiovese,Paradiso di Cacuci
417,US,"Tightly coiled aromas of crushed limestone, grapefruit rind and lemon pith make for an appealing nose in this countywide blend. The palate shows plenty of chalky grip in line with those aromas, and the flavors soften just a bit toward Meyer lemon peel and sea salt.",,92,19,California,Central Coast,Santa Barbara County,Matt Kettmann,@mattkettmann,Fess Parker 2019 Chardonnay (Santa Barbara County),Chardonnay,Fess Parker
418,US,"Subtle aromas of mint and cherries lead to good, ripe black-cherry, bay leaf and forest-floor nuances on the palate of this pure-tasting, well-balanced wine. Nice depth and delicious layering make it memorable.",,92,22,California,Mendocino County,Anderson Valley,Jim Gordon,@gordone_cellars,Navarro 2019 Pinot Noir (Anderson Valley),Pinot Noir,Navarro
419,France,"The Audoy family has produced a structured wine, dense with tannins and backed by dark plum and berry fruits. It is rich, with a good future ahead of it, textured with richness as well as initial dryness. Drink the wine from 2026.",,92,57,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château Cos Labory 2018  Saint-Estèphe,Bordeaux-style Red Blend,Château Cos Labory
420,US,"This is a field blend of nearly equal parts Sémillon, Pinot Blanc and Chardonnay, with a smaller amount of Sauvignon Blanc. Flavors of vanilla, peach and toasted oak sit on a fresh and elegant palate, with subtle earthy accents chiming in.",L'Atelier,92,28,California,Napa,Napa Valley,Virginie Boone,@vboone,De Sante 2019 L'Atelier White (Napa Valley),White Blend,De Sante
421,US,"There's a streak of stone on the nose of this bottling before the toasted macadamia nut, baked apricot and lemon-balm flavors come through. There's a zesty flash to the sip of lemongrass, yuzu, Mandarin peel and lime, with warmer marzipan tones on the finish.",Old VInes,92,28,California,Central Coast,Edna Valley,Matt Kettmann,@mattkettmann,Wolff 2019 Old VInes Chardonnay (Edna Valley),Chardonnay,Wolff
422,Portugal,"Aged for 18 months in wood, this wine is perfumed with nutmeg and licorice. Those flavors march with the wine's rich tannins and succulent black fruits. The wine is still full of tannins and needs to age further. Drink from 2023.",Marquês de Borba Reserva,92,75,Alentejo,,,Roger Voss,@vossroger,J. Portugal Ramos 2017 Marquês de Borba Reserva Red (Alentejo),Portuguese Red,J. Portugal Ramos
423,France,"The firm tannins that characterize a wine from Listrac are balanced in this wine by ripe black fruits. It is full and spicy, with the wood aging just showing in the smoky edge of this ageworthy wine. Drink from 2025.",,92,30,Bordeaux,Listrac-Médoc,,Roger Voss,@vossroger,Château Fourcas Hosten 2018  Listrac-Médoc,Bordeaux-style Red Blend,Château Fourcas Hosten
424,Italy,"Underbrush, violet and red-berry aromas take shape in the glass along with a whiff of grilled herb. It's full bodied and bright, offering tart sour cherry, baking spice and a hint of tobacco set against firm, drying tannins that grip the finish. Drink 2024–2031.",,92,,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Lambardi 2016  Brunello di Montalcino,Sangiovese,Lambardi
425,US,"The current carbonic craze often produces similar tasting wines, so it's refreshing to see it applied to Mourvèdre, whose rustic soul brings new flavors. Light in the glass, this bottling moves from strawberry, hibiscus and dried meat on the nose to tea spice, oregano and thyme on the palate. That earthy edge is not so common for the fruity carbonic style.",Carbonic,92,30,California,Central Coast,Chalone,Matt Kettmann,@mattkettmann,The Adroît Initiative 2019 Carbonic Mourvèdre (Chalone),Mourvèdre,The Adroît Initiative
426,US,"Very ripe, lush perfumed fruit flavors and a rounded, luxurious texture bring a lot of pleasure to this full-bodied wine. Subtle accents of cinnamon and nutmeg shade the tasty black- and red-cherry flavors while mild tannins give just enough grip in the mouth.",,92,38,California,Mendocino County,Anderson Valley,Jim Gordon,@gordone_cellars,Handley 2017 Pinot Noir (Anderson Valley),Pinot Noir,Handley
427,France,"This is a dark, dense wine, with its tannins very much intact. Under the powerful structure, there are hints of the rich black fruits that are likely to develop as the wine matures. It will need some time, so wait to drink until 2025.",,92,84,Bordeaux,Pomerol,,Roger Voss,@vossroger,Château Petit Village 2018  Pomerol,Bordeaux-style Red Blend,Château Petit Village
428,US,"Dried cherries, strawberry, spice cake and a touch of leathery funk show on the nose of this bottling. Tart cranberry and cherry-compote flavors meet with orange rind and cinnamon on the sip, which is lightly bodied, complex and well structured.",JA Ranch,92,58,California,Central Coast,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Foley 2018 JA Ranch Pinot Noir (Sta. Rita Hills),Pinot Noir,Foley
429,Italy,"Red-skinned berry, forest-floor and leather aromas lead the way. The juicy, vibrant palate offers red cherry, pomegranate and tobacco alongside firm, polished tannins and bright acidity. Drink 2023–2032.",,92,,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Cerbaia 2016  Brunello di Montalcino,Sangiovese,Cerbaia
430,US,"The aromas leap up with notes of lychee, pink grapefruit and ginger. The palate is richly flavored, showing nuance and detail. Cloudy with a light gold tinge, it drinks bone-dry, thoroughly delightful, with spot-on balance. The cleansing finish kicks it up a notch.",Orange Oak Ridge Vineyard,92,30,Washington,Washington Other,Columbia Gorge (WA),Sean P. Sullivan,@wawinereport,Savage Grace 2019 Orange Oak Ridge Vineyard Gewürztraminer (Columbia Gorge (WA)),Gewürztraminer,Savage Grace
431,France,"Although this wine shows plenty of obvious wood aging at this stage, the structured Cabernet Sauvignon, good acidity and black-currant flavors promise an excellent future. The wine has a firm edge, great freshness and a final spicy aftertaste. Drink from 2023.",Cru Bourgeois,92,50,Bordeaux,Médoc,,Roger Voss,@vossroger,Château Haut Queyran 2018 Cru Bourgeois  (Médoc),Bordeaux-style Red Blend,Château Haut Queyran
432,Italy,"There's ample richness to the wild-blueberry and red-cherry aromas on the nose, with violet and truffle chiming in. It's polished and plump in feel yet honed by juicy acidity and a mesh of fine tannins. This shows accessibility in spades but also a good amount of drive; drink now through 2025.",,92,30,Southern Italy,Aglianico del Vulture,,Alexander Peartree,@apatrone23,Macarico 2017  Aglianico del Vulture,Aglianico,Macarico
433,France,"This stony, deeply mineral Syrah balances crisp cassis and black-cherry flavors against a deeply earthen core. It's opulent in texture but stately, uplifted by tangs of salt, iron and granite. The finish is framed by soft, easing tannins making it approachable young but it should drink at peak through 2026.",J. Denuzière,92,35,Rhône Valley,Saint-Joseph,,Anna Lee C. Iijima,@annaleeiijima,Maison Denuzière 2018 J. Denuzière  (Saint-Joseph),Syrah,Maison Denuzière
434,US,"This structured white was barrel fermented in French oak, half of it new, and then given additional richness and layering through malolactic fermentation. With a small amount of Sémillon, it presents as viscous and complex, with a depth of melon, toasted oak and vanilla.",Riverbound Vineyard,92,55,California,Napa,Yountville,Virginie Boone,@vboone,Anthem Winery 2019 Riverbound Vineyard Sauvignon Blanc (Yountville),Sauvignon Blanc,Anthem Winery
435,South Africa,"From winemaker Marc Kent, this wine opens with a beautifully concentrated bouquet, redolent of wild berries, black cherry and bramble from the start. Waves of forest floor, church incense and spicy fynbos undulate atop and lend a distinct earthy quality throughout. The palate is medium in weight, with medium-intense blue and black fruit tones partnered to a pronounced acidic lift that lends precision and focus. It finishes long and evolving, and the wine should mature well through 2027.",,92,54,Upper Hemel en Aarde Valley,,,Lauren Buzzeo,@laurbuzz,Cap Maritime 2018 Pinot Noir (Upper Hemel en Aarde Valley),Pinot Noir,Cap Maritime
436,US,"Perry Ranch was part of what was formerly known as Keefer Ranch and is farmed by the Dutton family. Light flecks of black tea and forest floor highlight a nuanced body of soft, supple tannin and texture, giving it a fresh plushness that appeals. Lively flavors of cranberry, orange and strawberry contribute balanced richness.",Perry Ranch,92,70,California,Sonoma,Russian River Valley,Virginie Boone,@vboone,Davies 2018 Perry Ranch Pinot Noir (Russian River Valley),Pinot Noir,Davies
437,US,"There are tart and tangy aromas of red plum and sour cherry on the nose of this bottling, which also recalls incense and cedar, reminiscent of a brawny men's cologne. Crisp cranberry-fruit flavors are decorated with pine needle, eucalyptus tea and lightly cracked pepper on the palate.",Erinn,92,75,California,Central Coast,Sta. Rita Hills,Matt Kettmann,@mattkettmann,GoGi 2017 Erinn Pinot Noir (Sta. Rita Hills),Pinot Noir,GoGi
438,Italy,"Earthy aromas of tilled soil, black-skinned berry and leather lead the way. The savory, succulent palate offers ripe black cherry, ground clove and tobacco alongside fine-grained tannins. Drink 2023–2032.",,92,68,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Podere Scopetone 2016  Brunello di Montalcino,Sangiovese,Podere Scopetone
439,US,"Perfumed aromas of apple and Meyer lemon meld with a delicate oolong tone on the nose of this dry Riesling. There's a rounded, pithy feel to the palate, where flavors of lemon, apple and apricot are wrapped in a mild grip of white tea tannins. This is a beautifully textured, pristine expression from a relatively young vineyard planted in 2007.",Tango Oaks Vineyard,92,24,New York,Finger Lakes,Finger Lakes,Alexander Peartree,@apatrone23,Red Newt Cellars 2015 Tango Oaks Vineyard Riesling (Finger Lakes),Riesling,Red Newt Cellars
440,US,"Lime skins, lemongrass, crisp pear and a hint of light apricot pop on the nose of this bottling. There's a viscous texture to the palate, where orange blossom, jasmine and light honey flavors align, leading into a waxy finish that's just the tiniest bit sweet.",Riven Rock Vineyard,92,30,California,Central Coast,San Luis Obispo County,Matt Kettmann,@mattkettmann,Cutruzzola 2017 Riven Rock Vineyard Riesling (San Luis Obispo County),Riesling,Cutruzzola
